"ClaimID","ClaimSize"
"CLM61862","lessthan100K"
"CLM61864","lessthan100K"
"CLM61866","100K-lessthan200K"
"CLM61877","lessthan100K"
"CLM61880","100K-lessthan200K"
"CLM61889","lessthan100K"
"CLM61895","200KandAbove"
"CLM61904","lessthan100K"
"CLM61905","lessthan100K"
"CLM61911","200KandAbove"
"CLM61920","lessthan100K"
"CLM61923","200KandAbove"
"CLM61927","100K-lessthan200K"
"CLM61931","lessthan100K"
"CLM61932","200KandAbove"
"CLM61937","200KandAbove"
"CLM61942","lessthan100K"
"CLM61943","200KandAbove"
"CLM61947","lessthan100K"
"CLM61948","100K-lessthan200K"
"CLM61950","lessthan100K"
"CLM61951","lessthan100K"
"CLM61952","lessthan100K"
"CLM61955","lessthan100K"
"CLM61959","200KandAbove"
"CLM61960","200KandAbove"
"CLM61963","lessthan100K"
"CLM61964","lessthan100K"
"CLM61965","lessthan100K"
"CLM61966","100K-lessthan200K"
"CLM61970","lessthan100K"
"CLM61978","lessthan100K"
"CLM61979","lessthan100K"
"CLM61983","lessthan100K"
"CLM61984","lessthan100K"
"CLM61985","200KandAbove"
"CLM61986","lessthan100K"
"CLM61988","lessthan100K"
"CLM61989","100K-lessthan200K"
"CLM61993","lessthan100K"
"CLM61998","lessthan100K"
"CLM61999","lessthan100K"
"CLM62002","100K-lessthan200K"
"CLM62009","200KandAbove"
"CLM62017","100K-lessthan200K"
"CLM62019","lessthan100K"
"CLM62020","lessthan100K"
"CLM62028","lessthan100K"
"CLM62031","lessthan100K"
"CLM62037","lessthan100K"
"CLM62039","100K-lessthan200K"
"CLM62051","lessthan100K"
"CLM62056","100K-lessthan200K"
"CLM62061","lessthan100K"
"CLM62064","lessthan100K"
"CLM62067","lessthan100K"
"CLM62070","100K-lessthan200K"
"CLM62072","200KandAbove"
"CLM62073","200KandAbove"
"CLM62074","lessthan100K"
"CLM62084","lessthan100K"
"CLM62087","lessthan100K"
"CLM62089","lessthan100K"
"CLM62094","200KandAbove"
"CLM62095","lessthan100K"
"CLM62098","100K-lessthan200K"
"CLM62100","100K-lessthan200K"
"CLM62102","lessthan100K"
"CLM62103","lessthan100K"
"CLM62107","200KandAbove"
"CLM62113","200KandAbove"
"CLM62116","lessthan100K"
"CLM62118","lessthan100K"
"CLM62124","200KandAbove"
"CLM62128","200KandAbove"
"CLM62133","lessthan100K"
"CLM62136","100K-lessthan200K"
"CLM62143","lessthan100K"
"CLM62145","200KandAbove"
"CLM62146","100K-lessthan200K"
"CLM62147","100K-lessthan200K"
"CLM62150","lessthan100K"
"CLM62153","100K-lessthan200K"
"CLM62156","200KandAbove"
"CLM62162","200KandAbove"
"CLM62163","lessthan100K"
"CLM62167","lessthan100K"
"CLM62169","lessthan100K"
"CLM62173","100K-lessthan200K"
"CLM62176","200KandAbove"
"CLM62180","100K-lessthan200K"
"CLM62182","100K-lessthan200K"
"CLM62191","lessthan100K"
"CLM62197","lessthan100K"
"CLM62200","lessthan100K"
"CLM62201","lessthan100K"
"CLM62202","200KandAbove"
"CLM62203","lessthan100K"
"CLM62205","100K-lessthan200K"
"CLM62207","200KandAbove"
"CLM62210","lessthan100K"
"CLM62221","lessthan100K"
"CLM62226","100K-lessthan200K"
"CLM62229","lessthan100K"
"CLM62230","100K-lessthan200K"
"CLM62232","200KandAbove"
"CLM62233","lessthan100K"
"CLM62240","200KandAbove"
"CLM62249","lessthan100K"
"CLM62258","lessthan100K"
"CLM62259","100K-lessthan200K"
"CLM62260","100K-lessthan200K"
"CLM62261","200KandAbove"
"CLM62273","100K-lessthan200K"
"CLM62277","lessthan100K"
"CLM62282","100K-lessthan200K"
"CLM62283","200KandAbove"
"CLM62290","lessthan100K"
"CLM62291","lessthan100K"
"CLM62298","lessthan100K"
"CLM62301","lessthan100K"
"CLM62302","lessthan100K"
"CLM62307","100K-lessthan200K"
"CLM62312","lessthan100K"
"CLM62314","lessthan100K"
"CLM62319","lessthan100K"
"CLM62325","lessthan100K"
"CLM62326","100K-lessthan200K"
"CLM62327","200KandAbove"
"CLM62328","lessthan100K"
"CLM62333","lessthan100K"
"CLM62341","lessthan100K"
"CLM62342","lessthan100K"
"CLM62343","200KandAbove"
"CLM62346","lessthan100K"
"CLM62351","200KandAbove"
"CLM62352","lessthan100K"
"CLM62354","200KandAbove"
"CLM62355","lessthan100K"
"CLM62362","lessthan100K"
"CLM62366","lessthan100K"
"CLM62369","lessthan100K"
"CLM62370","lessthan100K"
"CLM62373","lessthan100K"
"CLM62375","100K-lessthan200K"
"CLM62387","100K-lessthan200K"
"CLM62388","lessthan100K"
"CLM62391","lessthan100K"
"CLM62392","lessthan100K"
"CLM62395","lessthan100K"
"CLM62397","lessthan100K"
"CLM62398","100K-lessthan200K"
"CLM62401","100K-lessthan200K"
"CLM62411","lessthan100K"
"CLM62420","200KandAbove"
"CLM62425","100K-lessthan200K"
"CLM62434","100K-lessthan200K"
"CLM62437","200KandAbove"
"CLM62442","lessthan100K"
"CLM62450","200KandAbove"
"CLM62451","200KandAbove"
"CLM62455","200KandAbove"
"CLM62461","200KandAbove"
"CLM62466","100K-lessthan200K"
"CLM62470","lessthan100K"
"CLM62473","200KandAbove"
"CLM62477","lessthan100K"
"CLM62480","100K-lessthan200K"
"CLM62484","lessthan100K"
"CLM62490","200KandAbove"
"CLM62491","lessthan100K"
"CLM62493","lessthan100K"
"CLM62496","lessthan100K"
"CLM62503","200KandAbove"
"CLM62506","lessthan100K"
"CLM62514","lessthan100K"
"CLM62516","200KandAbove"
"CLM62518","lessthan100K"
"CLM62519","lessthan100K"
"CLM62523","lessthan100K"
"CLM62525","lessthan100K"
"CLM62526","200KandAbove"
"CLM62530","lessthan100K"
"CLM62532","100K-lessthan200K"
"CLM62534","lessthan100K"
"CLM62539","200KandAbove"
"CLM62540","lessthan100K"
"CLM62552","100K-lessthan200K"
"CLM62553","200KandAbove"
"CLM62554","lessthan100K"
"CLM62556","lessthan100K"
"CLM62558","100K-lessthan200K"
"CLM62564","200KandAbove"
"CLM62570","lessthan100K"
"CLM62572","lessthan100K"
"CLM62576","lessthan100K"
"CLM62579","lessthan100K"
"CLM62585","lessthan100K"
"CLM62586","lessthan100K"
"CLM62587","lessthan100K"
"CLM62588","lessthan100K"
"CLM62589","200KandAbove"
"CLM62594","100K-lessthan200K"
"CLM62598","lessthan100K"
"CLM62600","lessthan100K"
"CLM62613","100K-lessthan200K"
"CLM62616","100K-lessthan200K"
"CLM62617","200KandAbove"
"CLM62621","lessthan100K"
"CLM62622","lessthan100K"
"CLM62624","lessthan100K"
"CLM62625","lessthan100K"
"CLM62628","lessthan100K"
"CLM62629","lessthan100K"
"CLM62644","lessthan100K"
"CLM62645","lessthan100K"
"CLM62646","lessthan100K"
"CLM62651","200KandAbove"
"CLM62657","lessthan100K"
"CLM62663","lessthan100K"
"CLM62676","lessthan100K"
"CLM62681","200KandAbove"
"CLM62682","100K-lessthan200K"
"CLM62684","100K-lessthan200K"
"CLM62686","100K-lessthan200K"
"CLM62687","lessthan100K"
"CLM62689","100K-lessthan200K"
"CLM62696","lessthan100K"
"CLM62698","lessthan100K"
"CLM62702","lessthan100K"
"CLM62709","200KandAbove"
"CLM62713","200KandAbove"
"CLM62715","lessthan100K"
"CLM62717","lessthan100K"
"CLM62719","100K-lessthan200K"
"CLM62723","200KandAbove"
"CLM62727","100K-lessthan200K"
"CLM62728","lessthan100K"
"CLM62730","100K-lessthan200K"
"CLM62732","lessthan100K"
"CLM62739","lessthan100K"
"CLM62740","lessthan100K"
"CLM62747","lessthan100K"
"CLM62748","200KandAbove"
"CLM62750","100K-lessthan200K"
"CLM62751","lessthan100K"
"CLM62752","lessthan100K"
"CLM62754","200KandAbove"
"CLM62759","lessthan100K"
"CLM62762","lessthan100K"
"CLM62764","lessthan100K"
"CLM62767","lessthan100K"
"CLM62770","100K-lessthan200K"
"CLM62772","200KandAbove"
"CLM62774","100K-lessthan200K"
"CLM62779","lessthan100K"
"CLM62784","lessthan100K"
"CLM62790","200KandAbove"
"CLM62793","lessthan100K"
"CLM62795","lessthan100K"
"CLM62797","lessthan100K"
"CLM62800","lessthan100K"
"CLM62802","100K-lessthan200K"
"CLM62808","lessthan100K"
"CLM62814","lessthan100K"
"CLM62815","lessthan100K"
"CLM62816","lessthan100K"
"CLM62820","200KandAbove"
"CLM62827","lessthan100K"
"CLM62829","100K-lessthan200K"
"CLM62831","lessthan100K"
"CLM62838","lessthan100K"
"CLM62842","lessthan100K"
"CLM62843","100K-lessthan200K"
"CLM62844","100K-lessthan200K"
"CLM62845","lessthan100K"
"CLM62848","200KandAbove"
"CLM62849","200KandAbove"
"CLM62856","100K-lessthan200K"
"CLM62860","100K-lessthan200K"
"CLM62861","lessthan100K"
"CLM62867","200KandAbove"
"CLM62874","100K-lessthan200K"
"CLM62878","lessthan100K"
"CLM62879","lessthan100K"
"CLM62881","lessthan100K"
"CLM62882","lessthan100K"
"CLM62887","lessthan100K"
"CLM62892","lessthan100K"
"CLM62896","lessthan100K"
"CLM62897","200KandAbove"
"CLM62901","lessthan100K"
"CLM62902","100K-lessthan200K"
"CLM62903","lessthan100K"
"CLM62917","100K-lessthan200K"
"CLM62920","lessthan100K"
"CLM62925","lessthan100K"
"CLM62926","lessthan100K"
"CLM62927","lessthan100K"
"CLM62930","lessthan100K"
"CLM62938","lessthan100K"
"CLM62940","200KandAbove"
"CLM62944","lessthan100K"
"CLM62949","100K-lessthan200K"
"CLM62956","100K-lessthan200K"
"CLM62959","100K-lessthan200K"
"CLM62968","lessthan100K"
"CLM62969","100K-lessthan200K"
"CLM62972","lessthan100K"
"CLM62975","lessthan100K"
"CLM62979","200KandAbove"
"CLM62981","lessthan100K"
"CLM62985","lessthan100K"
"CLM62989","lessthan100K"
"CLM62993","100K-lessthan200K"
"CLM62999","200KandAbove"
"CLM63000","lessthan100K"
"CLM63005","100K-lessthan200K"
"CLM63011","100K-lessthan200K"
"CLM63014","100K-lessthan200K"
"CLM63017","lessthan100K"
"CLM63018","lessthan100K"
"CLM63023","100K-lessthan200K"
"CLM63024","100K-lessthan200K"
"CLM63026","lessthan100K"
"CLM63027","lessthan100K"
"CLM63034","100K-lessthan200K"
"CLM63039","lessthan100K"
"CLM63043","lessthan100K"
"CLM63044","100K-lessthan200K"
"CLM63045","lessthan100K"
"CLM63046","lessthan100K"
"CLM63047","lessthan100K"
"CLM63048","lessthan100K"
"CLM63052","lessthan100K"
"CLM63053","lessthan100K"
"CLM63054","200KandAbove"
"CLM63056","200KandAbove"
"CLM63057","lessthan100K"
"CLM63058","200KandAbove"
"CLM63065","100K-lessthan200K"
"CLM63066","lessthan100K"
"CLM63067","200KandAbove"
"CLM63075","100K-lessthan200K"
"CLM63076","lessthan100K"
"CLM63080","lessthan100K"
"CLM63085","200KandAbove"
"CLM63087","lessthan100K"
"CLM63091","100K-lessthan200K"
"CLM63096","lessthan100K"
"CLM63097","100K-lessthan200K"
"CLM63098","lessthan100K"
"CLM63100","100K-lessthan200K"
"CLM63103","200KandAbove"
"CLM63107","100K-lessthan200K"
"CLM63116","100K-lessthan200K"
"CLM63119","lessthan100K"
"CLM63123","lessthan100K"
"CLM63127","lessthan100K"
"CLM63130","100K-lessthan200K"
"CLM63131","100K-lessthan200K"
"CLM63132","lessthan100K"
"CLM63135","lessthan100K"
"CLM63138","lessthan100K"
"CLM63139","lessthan100K"
"CLM63140","200KandAbove"
"CLM63145","lessthan100K"
"CLM63163","lessthan100K"
"CLM63165","100K-lessthan200K"
"CLM63166","lessthan100K"
"CLM63169","lessthan100K"
"CLM63175","200KandAbove"
"CLM63178","100K-lessthan200K"
"CLM63190","lessthan100K"
"CLM63191","200KandAbove"
"CLM63193","100K-lessthan200K"
"CLM63195","200KandAbove"
"CLM63202","lessthan100K"
"CLM63206","200KandAbove"
"CLM63208","100K-lessthan200K"
"CLM63210","200KandAbove"
"CLM63219","100K-lessthan200K"
"CLM63223","200KandAbove"
"CLM63232","lessthan100K"
"CLM63234","200KandAbove"
"CLM63235","100K-lessthan200K"
"CLM63238","100K-lessthan200K"
"CLM63245","lessthan100K"
"CLM63254","lessthan100K"
"CLM63255","200KandAbove"
"CLM63259","100K-lessthan200K"
"CLM63260","lessthan100K"
"CLM63261","lessthan100K"
"CLM63267","lessthan100K"
"CLM63276","lessthan100K"
"CLM63281","lessthan100K"
"CLM63282","100K-lessthan200K"
"CLM63288","lessthan100K"
"CLM63290","100K-lessthan200K"
"CLM63291","200KandAbove"
"CLM63301","lessthan100K"
"CLM63305","100K-lessthan200K"
"CLM63306","200KandAbove"
"CLM63308","200KandAbove"
"CLM63309","100K-lessthan200K"
"CLM63310","lessthan100K"
"CLM63311","lessthan100K"
"CLM63312","lessthan100K"
"CLM63318","lessthan100K"
"CLM63325","lessthan100K"
"CLM63326","100K-lessthan200K"
"CLM63328","200KandAbove"
"CLM63331","100K-lessthan200K"
"CLM63332","lessthan100K"
"CLM63339","lessthan100K"
"CLM63343","100K-lessthan200K"
"CLM63344","lessthan100K"
"CLM63346","200KandAbove"
"CLM63349","200KandAbove"
"CLM63352","100K-lessthan200K"
"CLM63353","lessthan100K"
"CLM63354","lessthan100K"
"CLM63355","lessthan100K"
"CLM63357","100K-lessthan200K"
"CLM63360","lessthan100K"
"CLM63361","lessthan100K"
"CLM63364","200KandAbove"
"CLM63365","200KandAbove"
"CLM63368","lessthan100K"
"CLM63373","200KandAbove"
"CLM63376","lessthan100K"
"CLM63378","lessthan100K"
"CLM63381","lessthan100K"
"CLM63384","lessthan100K"
"CLM63388","200KandAbove"
"CLM63395","lessthan100K"
"CLM63401","100K-lessthan200K"
"CLM63405","200KandAbove"
"CLM63409","lessthan100K"
"CLM63411","100K-lessthan200K"
"CLM63412","100K-lessthan200K"
"CLM63427","lessthan100K"
"CLM63441","lessthan100K"
"CLM63444","100K-lessthan200K"
"CLM63449","lessthan100K"
"CLM63450","lessthan100K"
"CLM63457","100K-lessthan200K"
"CLM63460","lessthan100K"
"CLM63466","lessthan100K"
"CLM63473","lessthan100K"
"CLM63479","100K-lessthan200K"
"CLM63483","100K-lessthan200K"
"CLM63486","lessthan100K"
"CLM63491","100K-lessthan200K"
"CLM63494","200KandAbove"
"CLM63499","lessthan100K"
"CLM63501","lessthan100K"
"CLM63502","100K-lessthan200K"
"CLM63507","lessthan100K"
"CLM63508","lessthan100K"
"CLM63511","lessthan100K"
"CLM63516","lessthan100K"
"CLM63518","100K-lessthan200K"
"CLM63520","lessthan100K"
"CLM63527","100K-lessthan200K"
"CLM63530","200KandAbove"
"CLM63532","lessthan100K"
"CLM63533","lessthan100K"
"CLM63535","lessthan100K"
"CLM63537","100K-lessthan200K"
"CLM63540","lessthan100K"
"CLM63546","200KandAbove"
"CLM63548","lessthan100K"
"CLM63552","lessthan100K"
"CLM63554","100K-lessthan200K"
"CLM63561","100K-lessthan200K"
"CLM63563","200KandAbove"
"CLM63567","lessthan100K"
"CLM63568","100K-lessthan200K"
"CLM63574","100K-lessthan200K"
"CLM63575","100K-lessthan200K"
"CLM63582","200KandAbove"
"CLM63585","lessthan100K"
"CLM63592","lessthan100K"
"CLM63596","lessthan100K"
"CLM63597","lessthan100K"
"CLM63599","lessthan100K"
"CLM63601","200KandAbove"
"CLM63606","lessthan100K"
"CLM63608","lessthan100K"
"CLM63611","lessthan100K"
"CLM63615","lessthan100K"
"CLM63617","lessthan100K"
"CLM63622","100K-lessthan200K"
"CLM63623","lessthan100K"
"CLM63628","lessthan100K"
"CLM63629","lessthan100K"
"CLM63632","lessthan100K"
"CLM63647","100K-lessthan200K"
"CLM63671","lessthan100K"
"CLM63676","100K-lessthan200K"
"CLM63677","lessthan100K"
"CLM63685","100K-lessthan200K"
"CLM63689","lessthan100K"
"CLM63690","200KandAbove"
"CLM63698","100K-lessthan200K"
"CLM63702","lessthan100K"
"CLM63704","lessthan100K"
"CLM63705","lessthan100K"
"CLM63711","lessthan100K"
"CLM63714","lessthan100K"
"CLM63719","lessthan100K"
"CLM63721","100K-lessthan200K"
"CLM63724","lessthan100K"
"CLM63727","100K-lessthan200K"
"CLM63729","lessthan100K"
"CLM63732","lessthan100K"
"CLM63738","lessthan100K"
"CLM63742","200KandAbove"
"CLM63744","200KandAbove"
"CLM63745","100K-lessthan200K"
"CLM63748","lessthan100K"
"CLM63751","lessthan100K"
"CLM63754","lessthan100K"
"CLM63756","100K-lessthan200K"
"CLM63778","lessthan100K"
"CLM63781","100K-lessthan200K"
"CLM63792","100K-lessthan200K"
"CLM63798","200KandAbove"
"CLM63808","lessthan100K"
"CLM63811","lessthan100K"
"CLM63815","lessthan100K"
"CLM63816","100K-lessthan200K"
"CLM63819","200KandAbove"
"CLM63827","100K-lessthan200K"
"CLM63829","lessthan100K"
"CLM63830","200KandAbove"
"CLM63831","lessthan100K"
"CLM63835","lessthan100K"
"CLM63846","200KandAbove"
"CLM63850","lessthan100K"
"CLM63854","200KandAbove"
"CLM63857","lessthan100K"
"CLM63861","200KandAbove"
"CLM63867","lessthan100K"
"CLM63870","200KandAbove"
"CLM63882","100K-lessthan200K"
"CLM63885","lessthan100K"
"CLM63888","100K-lessthan200K"
"CLM63890","200KandAbove"
"CLM63891","lessthan100K"
"CLM63893","200KandAbove"
"CLM63898","100K-lessthan200K"
"CLM63899","lessthan100K"
"CLM63903","lessthan100K"
"CLM63906","lessthan100K"
"CLM63908","200KandAbove"
"CLM63911","lessthan100K"
"CLM63914","200KandAbove"
"CLM63915","lessthan100K"
"CLM63916","lessthan100K"
"CLM63917","100K-lessthan200K"
"CLM63918","lessthan100K"
"CLM63920","lessthan100K"
"CLM63921","100K-lessthan200K"
"CLM63931","lessthan100K"
"CLM63932","lessthan100K"
"CLM63934","lessthan100K"
"CLM63947","lessthan100K"
"CLM63948","100K-lessthan200K"
"CLM63958","200KandAbove"
"CLM63961","100K-lessthan200K"
"CLM63963","lessthan100K"
"CLM63968","lessthan100K"
"CLM63978","100K-lessthan200K"
"CLM63981","200KandAbove"
"CLM63986","lessthan100K"
"CLM63988","lessthan100K"
"CLM63992","200KandAbove"
"CLM63994","lessthan100K"
"CLM63997","100K-lessthan200K"
"CLM63999","lessthan100K"
"CLM64009","100K-lessthan200K"
"CLM64014","lessthan100K"
"CLM64016","200KandAbove"
"CLM64022","lessthan100K"
"CLM64023","200KandAbove"
"CLM64029","100K-lessthan200K"
"CLM64030","lessthan100K"
"CLM64031","100K-lessthan200K"
"CLM64034","lessthan100K"
"CLM64041","lessthan100K"
"CLM64058","100K-lessthan200K"
"CLM64060","200KandAbove"
"CLM64063","lessthan100K"
"CLM64074","100K-lessthan200K"
"CLM64075","100K-lessthan200K"
"CLM64086","200KandAbove"
"CLM64087","100K-lessthan200K"
"CLM64088","200KandAbove"
"CLM64098","200KandAbove"
"CLM64099","100K-lessthan200K"
"CLM64101","lessthan100K"
"CLM64102","lessthan100K"
"CLM64103","100K-lessthan200K"
"CLM64105","lessthan100K"
"CLM64107","100K-lessthan200K"
"CLM64108","200KandAbove"
"CLM64114","200KandAbove"
"CLM64115","lessthan100K"
"CLM64127","100K-lessthan200K"
"CLM64128","200KandAbove"
"CLM64130","lessthan100K"
"CLM64131","lessthan100K"
"CLM64132","lessthan100K"
"CLM64133","100K-lessthan200K"
"CLM64140","lessthan100K"
"CLM64142","lessthan100K"
"CLM64145","100K-lessthan200K"
"CLM64146","lessthan100K"
"CLM64149","lessthan100K"
"CLM64156","200KandAbove"
"CLM64162","lessthan100K"
"CLM64173","lessthan100K"
"CLM64176","200KandAbove"
"CLM64179","lessthan100K"
"CLM64180","lessthan100K"
"CLM64181","lessthan100K"
"CLM64182","lessthan100K"
"CLM64188","lessthan100K"
"CLM64199","lessthan100K"
"CLM64202","lessthan100K"
"CLM64204","lessthan100K"
"CLM64208","lessthan100K"
"CLM64216","lessthan100K"
"CLM64226","lessthan100K"
"CLM64227","lessthan100K"
"CLM64234","lessthan100K"
"CLM64235","200KandAbove"
"CLM64245","lessthan100K"
"CLM64247","lessthan100K"
"CLM64258","100K-lessthan200K"
"CLM64261","lessthan100K"
"CLM64267","100K-lessthan200K"
"CLM64268","lessthan100K"
"CLM64269","lessthan100K"
"CLM64272","lessthan100K"
"CLM64274","100K-lessthan200K"
"CLM64280","lessthan100K"
"CLM64285","lessthan100K"
"CLM64288","lessthan100K"
"CLM64294","200KandAbove"
"CLM64299","100K-lessthan200K"
"CLM64302","lessthan100K"
"CLM64303","lessthan100K"
"CLM64308","200KandAbove"
"CLM64313","lessthan100K"
"CLM64315","200KandAbove"
"CLM64317","lessthan100K"
"CLM64318","lessthan100K"
"CLM64332","lessthan100K"
"CLM64335","100K-lessthan200K"
"CLM64343","200KandAbove"
"CLM64350","100K-lessthan200K"
"CLM64351","lessthan100K"
"CLM64355","200KandAbove"
"CLM64359","lessthan100K"
"CLM64361","200KandAbove"
"CLM64363","lessthan100K"
"CLM64365","100K-lessthan200K"
"CLM64367","200KandAbove"
"CLM64368","200KandAbove"
"CLM64369","lessthan100K"
"CLM64370","lessthan100K"
"CLM64373","200KandAbove"
"CLM64378","lessthan100K"
"CLM64382","200KandAbove"
"CLM64384","lessthan100K"
"CLM64389","100K-lessthan200K"
"CLM64395","lessthan100K"
"CLM64398","100K-lessthan200K"
"CLM64399","lessthan100K"
"CLM64400","100K-lessthan200K"
"CLM64402","lessthan100K"
"CLM64404","200KandAbove"
"CLM64406","lessthan100K"
"CLM64407","lessthan100K"
"CLM64409","200KandAbove"
"CLM64414","100K-lessthan200K"
"CLM64428","200KandAbove"
"CLM64436","lessthan100K"
"CLM64444","lessthan100K"
"CLM64450","100K-lessthan200K"
"CLM64452","200KandAbove"
"CLM64454","200KandAbove"
"CLM64463","lessthan100K"
"CLM64465","100K-lessthan200K"
"CLM64471","lessthan100K"
"CLM64473","lessthan100K"
"CLM64476","200KandAbove"
"CLM64500","100K-lessthan200K"
"CLM64503","lessthan100K"
"CLM64506","100K-lessthan200K"
"CLM64508","200KandAbove"
"CLM64509","200KandAbove"
"CLM64511","lessthan100K"
"CLM64512","200KandAbove"
"CLM64521","lessthan100K"
"CLM64524","100K-lessthan200K"
"CLM64533","100K-lessthan200K"
"CLM64534","lessthan100K"
"CLM64541","100K-lessthan200K"
"CLM64544","lessthan100K"
"CLM64551","200KandAbove"
"CLM64552","lessthan100K"
"CLM64555","100K-lessthan200K"
"CLM64557","100K-lessthan200K"
"CLM64560","lessthan100K"
"CLM64566","lessthan100K"
"CLM64574","lessthan100K"
"CLM64581","200KandAbove"
"CLM64582","lessthan100K"
"CLM64583","100K-lessthan200K"
"CLM64588","lessthan100K"
"CLM64592","lessthan100K"
"CLM64595","lessthan100K"
"CLM64596","lessthan100K"
"CLM64602","lessthan100K"
"CLM64609","lessthan100K"
"CLM64610","lessthan100K"
"CLM64612","100K-lessthan200K"
"CLM64615","lessthan100K"
"CLM64617","lessthan100K"
"CLM64618","lessthan100K"
"CLM64623","lessthan100K"
"CLM64627","200KandAbove"
"CLM64628","lessthan100K"
"CLM64635","lessthan100K"
"CLM64639","200KandAbove"
"CLM64640","200KandAbove"
"CLM64641","200KandAbove"
"CLM64649","200KandAbove"
"CLM64651","200KandAbove"
"CLM64654","lessthan100K"
"CLM64655","lessthan100K"
"CLM64656","100K-lessthan200K"
"CLM64659","100K-lessthan200K"
"CLM64660","200KandAbove"
"CLM64666","200KandAbove"
"CLM64668","lessthan100K"
"CLM64673","lessthan100K"
"CLM64677","lessthan100K"
"CLM64681","lessthan100K"
"CLM64684","100K-lessthan200K"
"CLM64687","lessthan100K"
"CLM64689","lessthan100K"
"CLM64691","100K-lessthan200K"
"CLM64692","200KandAbove"
"CLM64695","lessthan100K"
"CLM64696","lessthan100K"
"CLM64697","lessthan100K"
"CLM64698","lessthan100K"
"CLM64700","100K-lessthan200K"
"CLM64706","lessthan100K"
"CLM64709","lessthan100K"
"CLM64711","lessthan100K"
"CLM64715","lessthan100K"
"CLM64721","lessthan100K"
"CLM64727","lessthan100K"
"CLM64730","lessthan100K"
"CLM64734","200KandAbove"
"CLM64739","200KandAbove"
"CLM64740","lessthan100K"
"CLM64741","100K-lessthan200K"
"CLM64744","200KandAbove"
"CLM64747","100K-lessthan200K"
"CLM64750","100K-lessthan200K"
"CLM64752","lessthan100K"
"CLM64756","100K-lessthan200K"
"CLM64759","100K-lessthan200K"
"CLM64761","lessthan100K"
"CLM64763","100K-lessthan200K"
"CLM64764","100K-lessthan200K"
"CLM64769","lessthan100K"
"CLM64771","100K-lessthan200K"
"CLM64772","200KandAbove"
"CLM64777","100K-lessthan200K"
"CLM64778","lessthan100K"
"CLM64781","lessthan100K"
"CLM64784","100K-lessthan200K"
"CLM64791","lessthan100K"
"CLM64796","200KandAbove"
"CLM64797","lessthan100K"
"CLM64799","lessthan100K"
"CLM64800","100K-lessthan200K"
"CLM64803","200KandAbove"
"CLM64808","200KandAbove"
"CLM64811","lessthan100K"
"CLM64816","lessthan100K"
"CLM64817","100K-lessthan200K"
"CLM64818","100K-lessthan200K"
"CLM64821","lessthan100K"
"CLM64823","lessthan100K"
"CLM64825","200KandAbove"
"CLM64828","100K-lessthan200K"
"CLM64833","100K-lessthan200K"
"CLM64834","100K-lessthan200K"
"CLM64835","100K-lessthan200K"
"CLM64838","200KandAbove"
"CLM64844","100K-lessthan200K"
"CLM64847","100K-lessthan200K"
"CLM64848","lessthan100K"
"CLM64853","100K-lessthan200K"
"CLM64854","200KandAbove"
"CLM64855","200KandAbove"
"CLM64856","100K-lessthan200K"
"CLM64863","100K-lessthan200K"
"CLM64865","100K-lessthan200K"
"CLM64874","lessthan100K"
"CLM64878","200KandAbove"
"CLM64881","lessthan100K"
"CLM64882","100K-lessthan200K"
"CLM64893","lessthan100K"
"CLM64896","100K-lessthan200K"
"CLM64900","lessthan100K"
"CLM64904","lessthan100K"
"CLM64906","200KandAbove"
"CLM64909","lessthan100K"
"CLM64918","lessthan100K"
"CLM64925","lessthan100K"
"CLM64935","100K-lessthan200K"
"CLM64942","200KandAbove"
"CLM64950","200KandAbove"
"CLM64952","200KandAbove"
"CLM64953","lessthan100K"
"CLM64954","lessthan100K"
"CLM64964","lessthan100K"
"CLM64968","lessthan100K"
"CLM64969","lessthan100K"
"CLM64973","200KandAbove"
"CLM64981","100K-lessthan200K"
"CLM64982","lessthan100K"
"CLM64988","200KandAbove"
"CLM64991","lessthan100K"
"CLM64996","lessthan100K"
"CLM65000","100K-lessthan200K"
"CLM65002","lessthan100K"
"CLM65008","lessthan100K"
"CLM65010","lessthan100K"
"CLM65011","lessthan100K"
"CLM65014","lessthan100K"
"CLM65016","200KandAbove"
"CLM65022","100K-lessthan200K"
"CLM65031","100K-lessthan200K"
"CLM65032","200KandAbove"
"CLM65038","lessthan100K"
"CLM65042","lessthan100K"
"CLM65049","100K-lessthan200K"
"CLM65050","lessthan100K"
"CLM65055","lessthan100K"
"CLM65057","100K-lessthan200K"
"CLM65059","200KandAbove"
"CLM65063","lessthan100K"
"CLM65065","100K-lessthan200K"
"CLM65074","200KandAbove"
"CLM65078","200KandAbove"
"CLM65079","200KandAbove"
"CLM65086","lessthan100K"
"CLM65091","200KandAbove"
"CLM65092","100K-lessthan200K"
"CLM65097","200KandAbove"
"CLM65099","200KandAbove"
"CLM65103","lessthan100K"
"CLM65104","lessthan100K"
"CLM65105","100K-lessthan200K"
"CLM65108","lessthan100K"
"CLM65110","lessthan100K"
"CLM65119","100K-lessthan200K"
"CLM65121","100K-lessthan200K"
"CLM65129","lessthan100K"
"CLM65130","200KandAbove"
"CLM65137","100K-lessthan200K"
"CLM65144","200KandAbove"
"CLM65148","200KandAbove"
"CLM65150","lessthan100K"
"CLM65151","100K-lessthan200K"
"CLM65155","lessthan100K"
"CLM65166","200KandAbove"
